source_facility_type,odhf_facility_type,latitude,longitude
Local community service center,Ambulatory health care services,46.759689,-71.351225
Local community service center,Ambulatory health care services,45.519956,-73.586908
Local community service center,Ambulatory health care services,46.873944,-71.095864
General and specialized hospital centers,Hospitals,45.464098,-73.563989
Local community service center,Ambulatory health care services,46.877203,-71.157038
Local community service center,Ambulatory health care services,46.84194,-71.610701
Local community service center,Ambulatory health care services,45.104849,-72.615606
Local community service center,Ambulatory health care services,45.409829,-72.727513
,Nursing and residential care facilities,46.509581,-67.582882
Local community service center,Ambulatory health care services,46.735394,-71.263486
Local community service center,Ambulatory health care services,46.826982,-71.234492
Local community service center,Ambulatory health care services,46.836361,-71.223633
Local community service center,Ambulatory health care services,45.400539,-71.876238
Local community service center,Ambulatory health care services,45.530253,-73.558443
Local community service center,Ambulatory health care services,46.3489,-72.53945
General and specialized hospital centers,Hospitals,47.76243,-69.478676
Local community service center,Ambulatory health care services,48.602562,-79.298602
Local community service center,Ambulatory health care services,49.038862,-79.237255
Local community service center,Ambulatory health care services,48.505367,-79.229203
,Nursing and residential care facilities,45.952323,-66.697319
Local community service center,Ambulatory health care services,45.633802,-73.982955
Local community service center,Ambulatory health care services,45.673173,-73.882858
Local community service center,Ambulatory health care services,45.64443,-73.840336
Local community service center,Ambulatory health care services,45.847566,-73.484737
Local community service center,Ambulatory health care services,46.746101,-71.691384
Local community service center,Ambulatory health care services,46.997838,-72.178451
Local community service center,Ambulatory health care services,46.755269,-72.270546
General and specialized hospital centers,Hospitals,48.425975,-71.048599
Local community service center,Ambulatory health care services,47.221557,-61.933498
Local community service center,Ambulatory health care services,45.558862,-73.837428
,Nursing and residential care facilities,46.099285,-64.747837
Local community service center,Ambulatory health care services,46.383893,-75.984593
Local community service center,Ambulatory health care services,46.351559,-72.548543
Local community service center,Ambulatory health care services,46.334032,-72.559277
Local community service center,Ambulatory health care services,46.710177,-71.888295
Local community service center,Ambulatory health care services,45.888385,-74.145088
Local community service center,Ambulatory health care services,47.543261,-78.952045
Local community service center,Ambulatory health care services,47.594419,-79.483438
Local community service center,Ambulatory health care services,45.397702,-72.735089
Psychiatric hospital,Hospitals,45.444268,-73.581796
General and specialized hospital centers,Hospitals,48.843566,-67.524416
,Nursing and residential care facilities,45.952052,-66.697323
Local community service center,Ambulatory health care services,45.323273,-72.646413
Local community service center,Ambulatory health care services,45.800741,-74.017679
Local community service center,Ambulatory health care services,48.223799,-78.383854
Local community service center,Ambulatory health care services,48.363979,-78.862713
Local community service center,Ambulatory health care services,48.045651,-79.259618
Local community service center,Ambulatory health care services,48.459728,-78.955783
Local community service center,Ambulatory health care services,47.536631,-78.724998
Local community service center,Ambulatory health care services,47.389384,-78.703439
Local community service center,Ambulatory health care services,47.429355,-79.031944
Local community service center,Ambulatory health care services,48.017052,-69.335508
,Nursing and residential care facilities,46.898037,-67.39656
General and specialized hospital centers,Hospitals,45.513942,-73.578112
Local community service center,Ambulatory health care services,45.465542,-73.631433
Local community service center,Ambulatory health care services,45.300395,-74.299053
Local community service center,Ambulatory health care services,45.679616,-73.438367
Local community service center,Ambulatory health care services,45.643515,-73.306865
Local community service center,Ambulatory health care services,45.505146,-73.571268
Local community service center,Ambulatory health care services,49.21495,-66.067007
Local community service center,Ambulatory health care services,45.40478,-72.744039
Local community service center,Ambulatory health care services,48.426994,-71.050569
Local community service center,Ambulatory health care services,53.776273,-78.880462
,Nursing and residential care facilities,46.747333,-67.718362
Local community service center,Ambulatory health care services,52.243059,-78.5016
Local community service center,Ambulatory health care services,50.412677,-73.866247
Local community service center,Ambulatory health care services,51.677681,-76.259021
Local community service center,Ambulatory health care services,51.488298,-78.746151
Local community service center,Ambulatory health care services,49.692639,-75.962268
Local community service center,Ambulatory health care services,52.998998,-78.812776
Local community service center,Ambulatory health care services,55.277992,-77.761258
Local community service center,Ambulatory health care services,49.92214,-74.825539
Local community service center,Ambulatory health care services,46.552594,-72.747614
Local community service center,Ambulatory health care services,45.77685,-74.000988
,Nursing and residential care facilities,45.585313,-67.335135
General and specialized hospital centers,Hospitals,48.55062,-71.665075
Local community service center,Ambulatory health care services,46.552221,-75.497506
Local community service center,Ambulatory health care services,45.763402,-73.996275
Local community service center,Ambulatory health care services,46.049501,-74.289013
Local community service center,Ambulatory health care services,45.408873,-73.002952
Local community service center,Ambulatory health care services,45.437737,-73.244989
Local community service center,Ambulatory health care services,45.526093,-73.558727
Local community service center,Ambulatory health care services,49.319593,-67.598706
Local community service center,Ambulatory health care services,49.292738,-67.902684
Local community service center,Ambulatory health care services,51.412501,-57.203118
,Nursing and residential care facilities,45.662063,-66.610186
Local community service center,Ambulatory health care services,48.096799,-77.797188
Local community service center,Ambulatory health care services,48.231665,-69.800087
Local community service center,Ambulatory health care services,46.348038,-72.577779
Local community service center,Ambulatory health care services,45.902765,-71.646797
Local community service center,Ambulatory health care services,45.468517,-73.545706
Local community service center,Ambulatory health care services,45.722956,-73.686895
Local community service center,Ambulatory health care services,50.212708,-66.377094
Local community service center,Ambulatory health care services,48.14345,-69.718909
Local community service center,Ambulatory health care services,45.497178,-73.409061
Local community service center,Ambulatory health care services,46.53759,-72.745168
clinic,Ambulatory health care services,46.11740961,-64.83905474
,Nursing and residential care facilities,46.09797,-66.049214
Local community service center,Ambulatory health care services,45.76732,-73.814954
General and specialized hospital centers,Hospitals,46.81568,-71.174936
Local community service center,Ambulatory health care services,45.570888,-73.647774
Local community service center,Ambulatory health care services,45.904245,-72.530482
Local community service center,Ambulatory health care services,45.399448,-71.251277
Local community service center,Ambulatory health care services,45.421328,-71.633403
Local community service center,Ambulatory health care services,49.000641,-66.979777
Local community service center,Ambulatory health care services,48.720872,-67.893784
Local community service center,Ambulatory health care services,46.091782,-76.051944
Local community service center,Ambulatory health care services,45.916166,-75.591944
,Nursing and residential care facilities,45.9778,-66.6864
Local community service center,Ambulatory health care services,48.377583,-68.112899
Local community service center,Ambulatory health care services,45.247658,-73.801023
General and specialized hospital centers,Hospitals,48.812942,-64.496646
Local community service center,Ambulatory health care services,45.482376,-73.563478
Local community service center,Ambulatory health care services,45.105751,-73.762379
Local community service center,Ambulatory health care services,45.910396,-77.072947
Local community service center,Ambulatory health care services,48.526594,-64.21357
Local community service center,Ambulatory health care services,50.833094,-58.966116
Local community service center,Ambulatory health care services,51.223354,-58.643136
Local community service center,Ambulatory health care services,51.475099,-57.709977
,Nursing and residential care facilities,47.167088,-67.928274
Local community service center,Ambulatory health care services,45.899003,-71.355201
Local community service center,Ambulatory health care services,47.548213,-68.642451
Local community service center,Ambulatory health care services,48.193555,-64.864575
General and specialized hospital centers,Hospitals,45.439517,-75.743786
Local community service center,Ambulatory health care services,48.564506,-67.687196
Local community service center,Ambulatory health care services,48.019513,-66.693122
Local community service center,Ambulatory health care services,45.31471,-73.877738
Local community service center,Ambulatory health care services,50.774191,-59.026923
Local community service center,Ambulatory health care services,50.188766,-61.272215
Local community service center,Ambulatory health care services,50.465043,-59.635462
,Nursing and residential care facilities,47.306533,-68.511089
Local community service center,Ambulatory health care services,50.700746,-59.32381
Local community service center,Ambulatory health care services,47.923521,-69.097136
Local community service center,Ambulatory health care services,45.602808,-73.452453
Local community service center,Ambulatory health care services,45.345208,-72.518674
General and specialized hospital centers,Hospitals,46.041693,-73.702641
Local community service center,Ambulatory health care services,45.521866,-73.614018
Local community service center,Ambulatory health care services,46.229204,-71.081576
Local community service center,Ambulatory health care services,48.105149,-65.693543
Local community service center,Ambulatory health care services,45.206637,-72.748194
Local community service center,Ambulatory health care services,48.10998,-66.221682
,Nursing and residential care facilities,47.055672,-67.725822
Local community service center,Ambulatory health care services,45.192681,-73.413413
Local community service center,Ambulatory health care services,47.988448,-68.676718
Local community service center,Ambulatory health care services,46.045366,-71.079432
Local community service center,Ambulatory health care services,46.321616,-74.22233
Local community service center,Ambulatory health care services,46.680646,-71.723852
General and specialized hospital centers,Hospitals,45.493296,-75.691064
Local community service center,Ambulatory health care services,47.067532,-70.540841
Local community service center,Ambulatory health care services,45.852553,-70.64092
Local community service center,Ambulatory health care services,46.197921,-77.689565
Local community service center,Ambulatory health care services,50.221974,-62.079164
,Nursing and residential care facilities,45.937727,-65.079568
Local community service center,Ambulatory health care services,50.288803,-62.803901
Local community service center,Ambulatory health care services,50.185952,-61.820573
Local community service center,Ambulatory health care services,49.816594,-64.350293
Local community service center,Ambulatory health care services,50.275322,-64.773121
Local community service center,Ambulatory health care services,50.29613,-64.323037
Local community service center,Ambulatory health care services,47.273755,-61.701667
General and specialized hospital centers,Hospitals,50.237811,-63.605244
General and specialized hospital centers,Hospitals,49.915951,-74.349183
Local community service center,Ambulatory health care services,45.011758,-72.096986
Local community service center,Ambulatory health care services,48.407202,-78.365474
,Nursing and residential care facilities,47.385322,-68.308374
Local community service center,Ambulatory health care services,48.440693,-77.634269
Local community service center,Ambulatory health care services,48.676684,-77.500269
Local community service center,Ambulatory health care services,45.489111,-71.653605
Local community service center,Ambulatory health care services,48.011239,-69.453344
Local community service center,Ambulatory health care services,49.419656,-67.302907
Local community service center,Ambulatory health care services,46.676386,-73.918919
Local community service center,Ambulatory health care services,46.853659,-71.201052
Local community service center,Ambulatory health care services,47.420489,-70.382383
General and specialized hospital centers,Hospitals,49.05608,-76.983316
Local community service center,Ambulatory health care services,48.199215,-70.240245
,Nursing and residential care facilities,47.498958,-67.391634
Local community service center,Ambulatory health care services,48.998949,-79.365857
Local community service center,Ambulatory health care services,45.457315,-73.589151
Local community service center,Ambulatory health care services,48.103365,-69.726128
Local community service center,Ambulatory health care services,46.859124,-71.265083
Local community service center,Ambulatory health care services,45.885131,-73.276285
Local community service center,Ambulatory health care services,46.090314,-75.621573
Local community service center,Ambulatory health care services,48.554044,-71.321477
Local community service center,Ambulatory health care services,54.798988,-66.815262
Local community service center,Ambulatory health care services,54.861247,-66.764255
General and specialized hospital centers,Hospitals,49.756841,-77.628286
,Nursing and residential care facilities,48.000201,-66.667701
Local community service center,Ambulatory health care services,47.921552,-74.61312
Local community service center,Ambulatory health care services,48.109533,-79.151683
Local community service center,Ambulatory health care services,45.741151,-70.691385
Local community service center,Ambulatory health care services,47.571306,-61.478888
Local community service center,Ambulatory health care services,48.57383,-78.117852
Local community service center,Ambulatory health care services,45.431229,-73.631456
Local community service center,Ambulatory health care services,45.517227,-73.680886
Local community service center,Ambulatory health care services,45.052449,-72.391928
Local community service center,Ambulatory health care services,45.777262,-73.417506
Local community service center,Ambulatory health care services,50.2705,-64.14129
,Nursing and residential care facilities,48.063261,-66.365957
General and specialized hospital centers,Hospitals,45.444873,-75.746033
Local community service center,Ambulatory health care services,49.123663,-68.390303
Local community service center,Ambulatory health care services,45.400621,-72.733985
Local community service center,Ambulatory health care services,47.89881,-69.330015
Local community service center,Ambulatory health care services,45.625534,-72.943855
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,45.406837,-75.848547
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,45.722501,-75.05847
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,49.185151,-68.265027
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,50.208044,-66.381123
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,49.120055,-66.478206
clinic,Ambulatory health care services,46.12161186,-64.84612536
,Nursing and residential care facilities,47.697195,-65.769002
General and specialized hospital centers,Hospitals,46.525584,-72.743393
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,48.837318,-64.492379
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,48.102081,-77.80159
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,48.060969,-65.519246
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,47.977947,-66.936716
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,48.569476,-78.124739
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,47.331031,-79.440467
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,48.786726,-79.198764
Rehab center for elderly individuals,Ambulatory health care services,46.062877,-71.963727
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,48.34852,-64.691861
,Nursing and residential care facilities,47.619092,-65.676918
General and specialized hospital centers,Hospitals,46.39085,-75.979405
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,48.778176,-64.441934
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,46.349404,-72.557748
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.853812,-72.482193
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,46.814314,-71.222686
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,46.856637,-71.219762
Rehab center for elderly individuals,Ambulatory health care services,46.819755,-71.245953
Rehab center for elderly individuals,Ambulatory health care services,46.759474,-71.285732
Rehab center for elderly individuals,Ambulatory health care services,48.173628,-65.985758
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,46.797919,-71.351842
,Nursing and residential care facilities,47.650859,-65.689956
General and specialized hospital centers,Hospitals,45.574003,-73.556831
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,46.219368,-71.771064
Rehab center for elderly individuals,Ambulatory health care services,47.818562,-69.538697
Rehab center for elderly individuals,Ambulatory health care services,46.357165,-72.584591
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.65625,-73.508964
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,46.370458,-72.538421
Rehab center for elderly individuals,Ambulatory health care services,45.445623,-75.746055
Rehab center for elderly individuals,Ambulatory health care services,45.587828,-75.412115
Rehab center for elderly individuals,Ambulatory health care services,47.404412,-61.89769
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,46.060492,-71.965096
,Nursing and residential care facilities,47.246335,-65.092115
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,46.7414,-71.360653
General and specialized hospital centers,Hospitals,45.41038,-72.716617
Rehab center for elderly individuals,Ambulatory health care services,46.725776,-71.257282
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.506497,-73.682987
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,46.854913,-71.415875
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,46.328184,-72.507102
Rehab center for intellectual disabilities and pervasive developmental disorders,Nursing and residential care facilities,46.107828,-71.279697
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.561007,-73.66618
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.463132,-73.569896
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,46.347606,-72.566461
,Nursing and residential care facilities,46.734817,-65.424458
General and specialized hospital centers,Hospitals,45.552264,-73.746239
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,47.653084,-70.149314
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,47.428902,-72.785496
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.599019,-73.535661
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.553862,-73.536894
Rehab center for elderly individuals,Ambulatory health care services,45.772491,-74.006222
Rehab center for elderly individuals,Ambulatory health care services,46.376558,-75.975835
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.518093,-73.559282
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.541924,-73.627853
General and specialized hospital centers,Hospitals,45.488959,-73.582312
,Nursing and residential care facilities,47.02258,-65.481274
Rehab center for elderly individuals,Ambulatory health care services,45.447293,-75.741988
Rehab center for elderly individuals,Ambulatory health care services,45.519209,-73.569951
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,48.410751,-71.067668
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,48.498794,-72.227398
Long-term care center,Nursing and residential care facilities,49.188938,-68.261712
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,50.224114,-66.402567
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,48.098129,-77.788825
Rehab center for elderly individuals,Ambulatory health care services,45.403204,-72.733239
Psychiatric hospital,Hospitals,45.593553,-73.558021
General and specialized hospital centers,Hospitals,45.508956,-73.581396
,Nursing and residential care facilities,46.477058,-64.721492
Rehab center for elderly individuals,Ambulatory health care services,45.259578,-74.127704
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,46.051007,-74.297379
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.255307,-74.133834
Rehab center for elderly individuals,Ambulatory health care services,45.504865,-73.421851
Rehab center for elderly individuals,Ambulatory health care services,45.380181,-73.742035
Rehab center for elderly individuals,Ambulatory health care services,46.046399,-73.110141
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.479952,-73.622255
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,50.215571,-66.377713
Rehab center for elderly individuals,Ambulatory health care services,45.627028,-72.934058
General and specialized hospital centers,Hospitals,45.5082,-73.581456
,Nursing and residential care facilities,47.024865,-65.469275
Rehab center for elderly individuals,Ambulatory health care services,45.62572,-72.950032
Rehab center for elderly individuals,Ambulatory health care services,46.856287,-71.253826
Rehab center for intellectual disabilities and pervasive developmental disorders,Nursing and residential care facilities,48.225356,-79.02109
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,48.890459,-72.2262
Rehab center for elderly individuals,Ambulatory health care services,45.377012,-74.020579
Rehab center for elderly individuals,Ambulatory health care services,45.534745,-73.484684
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.530158,-73.598229
Rehab center for elderly individuals,Ambulatory health care services,46.032989,-73.426348
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.638175,-72.964126
General and specialized hospital centers,Hospitals,45.708699,-73.624928
,Nursing and residential care facilities,47.327157,-65.010463
Rehab center for elderly individuals,Ambulatory health care services,45.311353,-73.263707
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,49.913947,-74.355483
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.64284,-73.860522
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.570856,-70.875356
CRD,Nursing and residential care facilities,48.740256,-69.079733
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,46.732093,-71.266569
Rehab center for elderly individuals,Ambulatory health care services,45.475193,-73.61187
Rehab center for elderly individuals,Ambulatory health care services,45.754304,-73.44019
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,48.546903,-71.655511
General and specialized hospital centers,Hospitals,48.132723,-69.159279
,Nursing and residential care facilities,47.65932,-64.827001
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,48.411592,-71.235859
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,48.04685,-65.496213
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,48.348278,-64.682267
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,47.375032,-61.872914
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,49.120055,-66.478206
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.771673,-71.935569
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.777588,-74.007392
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.315159,-73.259125
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,46.816796,-71.154614
General and specialized hospital centers,Hospitals,46.821339,-71.17908
clinic,Ambulatory health care services,46.0933351,-64.76805404
,Nursing and residential care facilities,47.791558,-64.6546
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,46.349732,-72.564888
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.243824,-74.119612
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,46.551727,-75.501878
Rehab center for elderly individuals,Ambulatory health care services,48.244297,-79.020341
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.406584,-71.895062
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,46.9786,-70.55781
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,46.307873,-70.878488
Long-term care center,Nursing and residential care facilities,45.575311,-73.577181
Long-term care center,Nursing and residential care facilities,45.825039,-73.425437
General and specialized hospital centers,Hospitals,46.814863,-71.177405
,Nursing and residential care facilities,47.744052,-64.72445
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.510475,-73.487302
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,45.529451,-73.583838
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,48.577385,-78.12518
Rehab center for addiction and alcoholism medicine,Nursing and residential care facilities,45.475216,-73.606881
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,45.496359,-73.661867
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,45.808008,-74.008379
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,48.591022,-68.197093
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,48.640315,-72.450916
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,46.341225,-72.580945
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,46.340224,-72.580274
,Nursing and residential care facilities,47.6702,-65.107
General and specialized hospital centers,Hospitals,45.540646,-73.68874
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,46.357625,-72.584562
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,46.292546,-72.541898
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,46.21929,-71.770819
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,46.06674,-71.968198
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,45.882136,-72.497516
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,46.60348,-72.702773
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,46.922203,-70.728148
CRD,Nursing and residential care facilities,45.463416,-73.627087
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,45.571832,-73.429263
,Nursing and residential care facilities,47.786011,-64.972162
General and specialized hospital centers,Hospitals,47.375575,-61.868773
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,45.486091,-73.438414
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,48.432977,-68.525738
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.569783,-73.480551
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.443988,-73.310342
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.64152,-72.959861
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.314487,-72.021006
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.55592,-73.698002
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.554958,-73.697682
Long-term care center,Nursing and residential care facilities,45.55946,-73.528904
,Nursing and residential care facilities,47.506299,-64.917199
Long-term care center,Nursing and residential care facilities,45.549784,-73.540694
General and specialized hospital centers,Hospitals,48.169149,-65.993516
Long-term care center,Nursing and residential care facilities,45.448645,-73.786565
Long-term care center,Nursing and residential care facilities,45.567418,-73.663053
Long-term care center,Nursing and residential care facilities,45.581045,-73.574335
Long-term care center,Nursing and residential care facilities,46.788067,-71.256606
Long-term care center,Nursing and residential care facilities,46.050862,-73.702226
Long-term care center,Nursing and residential care facilities,45.656645,-74.339262
Long-term care center,Nursing and residential care facilities,45.509557,-73.558121
Long-term care center,Nursing and residential care facilities,45.517002,-73.679924
,Nursing and residential care facilities,46.659337,-64.876164
Long-term care center,Nursing and residential care facilities,45.471493,-73.668455
Long-term care center,Nursing and residential care facilities,46.819105,-71.156735
General and specialized hospital centers,Hospitals,45.126343,-73.999867
Long-term care center,Nursing and residential care facilities,45.77807,-73.173356
Long-term care center,Nursing and residential care facilities,45.541817,-73.741039
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,46.016767,-73.452434
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,46.032918,-73.419971
Long-term care center,Nursing and residential care facilities,45.418948,-73.883555
Long-term care center,Nursing and residential care facilities,45.683371,-73.490352
Long-term care center,Nursing and residential care facilities,45.461357,-73.29599
,Nursing and residential care facilities,46.055777,-64.828427
Rehab center for individuals with mental disorders,Ambulatory health care services,46.344523,-72.577024
Long-term care center,Nursing and residential care facilities,46.804417,-71.326309
Long-term care center,Nursing and residential care facilities,46.799145,-71.188693
Psychiatric hospital,Hospitals,45.597923,-73.570774
General and specialized hospital centers,Hospitals,45.723978,-73.510536
Long-term care center,Nursing and residential care facilities,46.028224,-73.143676
Long-term care center,Nursing and residential care facilities,46.829042,-71.235974
Long-term care center,Nursing and residential care facilities,46.757755,-71.288623
Long-term care center,Nursing and residential care facilities,45.903815,-71.647771
Long-term care center,Nursing and residential care facilities,45.6338,-73.49276
,Nursing and residential care facilities,46.110925,-64.781693
Long-term care center,Nursing and residential care facilities,45.433078,-73.683301
Long-term care center,Nursing and residential care facilities,45.652451,-73.488336
Long-term care center,Nursing and residential care facilities,46.115788,-70.674475
Long-term care center,Nursing and residential care facilities,46.124889,-70.671451
General and specialized hospital centers,Hospitals,45.39799,-72.726613
Long-term care center,Nursing and residential care facilities,48.423336,-71.040908
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.546908,-73.757996
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,45.588994,-73.676715
Long-term care center,Nursing and residential care facilities,46.344523,-72.577024
Long-term care center,Nursing and residential care facilities,45.605607,-73.677357
Hospital,Hospitals,46.25574946,-63.10234758
Long-term care center,Nursing and residential care facilities,45.666192,-73.571904
Long-term care center,Nursing and residential care facilities,45.53126,-73.569935
Long-term care center,Nursing and residential care facilities,47.402943,-69.950958
Long-term care center,Nursing and residential care facilities,47.529403,-69.803406
Long-term care center,Nursing and residential care facilities,48.414676,-71.239578
General and specialized hospital centers,Hospitals,45.440835,-73.676985
Long-term care center,Nursing and residential care facilities,47.674554,-68.979116
Long-term care center,Nursing and residential care facilities,47.87737,-68.723118
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,45.342382,-72.537661
Long-term care center,Nursing and residential care facilities,45.945836,-71.985659
Hospital,Hospitals,46.41742951,-63.77304773
Long-term care center,Nursing and residential care facilities,48.89112,-72.212367
Long-term care center,Nursing and residential care facilities,45.476951,-71.669883
Long-term care center,Nursing and residential care facilities,45.70091,-71.46361
Long-term care center,Nursing and residential care facilities,46.485481,-72.032207
Long-term care center,Nursing and residential care facilities,46.506645,-72.204324
Long-term care center,Nursing and residential care facilities,45.438846,-73.586767
General and specialized hospital centers,Hospitals,47.439773,-70.512063
Rehab center for youth with adjustment difficulties,Nursing and residential care facilities,46.863858,-71.249896
Long-term care center,Nursing and residential care facilities,48.552052,-71.646258
Long-term care center,Nursing and residential care facilities,48.632441,-71.6978
hôpitaux,Hospitals,46.83748294,-71.22604003
Public Nursing Home,Nursing and residential care facilities,46.25829977,-63.16990807
Long-term care center,Nursing and residential care facilities,45.617538,-73.547647
Long-term care center,Nursing and residential care facilities,45.637791,-73.791279
Long-term care center,Nursing and residential care facilities,48.173628,-65.985758
Long-term care center,Nursing and residential care facilities,47.834065,-69.542236
Long-term care center,Nursing and residential care facilities,46.850176,-71.350441
Long-term care center,Nursing and residential care facilities,45.421114,-73.491314
Long-term care center,Nursing and residential care facilities,45.353456,-73.741938
General and specialized hospital centers,Hospitals,45.471955,-73.645944
Long-term care center,Nursing and residential care facilities,45.258645,-73.61675
Rehab center for intellectual disabilities and pervasive developmental disorders,Ambulatory health care services,45.325955,-73.265749
Public Nursing Home,Nursing and residential care facilities,46.16701932,-62.65090731
Long-term care center,Nursing and residential care facilities,48.238789,-69.544625
